Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
gap_score;smith_waterman.c;11;2.3434247970581055;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0134856700897217;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;5.985105514526367;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.0181870460510254;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.6695001125335693;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.9733407497406006;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.026089906692505;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.856114387512207;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.223507642745972;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.4151344299316406;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.189185857772827;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.6385974884033203;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.493198871612549;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.2474567890167236;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.6646075248718262;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.9607691764831543;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.144106388092041;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1886847019195557;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.3813090324401855;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.982332944869995;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.9258973598480225;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.204106330871582;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0018506050109863;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.564875602722168;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.8427236080169678;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7402853965759277;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.9257111549377441;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3794581890106201;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3282968997955322;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.8536629676818848;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.7134313583374023;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;5.629119157791138;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.0945420265197754;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.2426607608795166;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.4813451766967773;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.459852695465088;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.8576295375823975;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.8882393836975098;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.7649002075195312;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.362307071685791;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.096620559692383;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.9944796562194824;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.495375633239746;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0378546714782715;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.2950541973114014;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.0300707817077637;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.577176809310913;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2506072521209717;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.5633318424224854;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.546360731124878;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.994553804397583;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.4985826015472412;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.1325657367706299;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.782135009765625;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.7970712184906006;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.9421367645263672;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.2502107620239258;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.233107566833496;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.222759485244751;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.452876329421997;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.6121394634246826;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.8905527591705322;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.308720588684082;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.834385633468628;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.5447297096252441;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.451671838760376;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;4.426959753036499;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.864514112472534;0-6;Double bit-flip;1
i2;smith_waterman.c;168;2.5379269123077393;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;5.319794416427612;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.303189992904663;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.3170270919799805;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.372018575668335;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.1912827491760254;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.1602060794830322;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.3589260578155518;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.382368803024292;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.497972011566162;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.1342527866363525;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.1409847736358643;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.359056234359741;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.3110380172729492;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.2206122875213623;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.387364864349365;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.335360050201416;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.8112671375274658;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0232915878295898;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.4584219455718994;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.584726333618164;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.6003201007843018;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.870720148086548;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.293654203414917;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.5264720916748047;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.99959397315979;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.201916217803955;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.031841516494751;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.6730473041534424;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.5243098735809326;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.864480972290039;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0490052700042725;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.4688417911529541;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.279468536376953;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.0538384914398193;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.2087972164154053;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.1689705848693848;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.9224345684051514;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.1923229694366455;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.8147931098937988;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.246210813522339;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.489427089691162;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.6108977794647217;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.457733631134033;0-6;Double bit-flip;1
j2;smith_waterman.c;177;1.202162265777588;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.5697948932647705;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.2185161113739014;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.096336603164673;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.8820772171020508;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.6200368404388428;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.2763149738311768;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.512138605117798;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3037245273590088;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.4067530632019043;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.4216945171356201;0-6;Double bit-flip;1
i2;smith_waterman.c;168;1.4213030338287354;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.213014841079712;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.8462340831756592;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9526238441467285;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.188403606414795;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.0066897869110107;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.7291617393493652;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.854410171508789;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.045545816421509;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.6700026988983154;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.950901985168457;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3774070739746094;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.3029742240905762;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.8631424903869629;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;5.882931470870972;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.4158999919891357;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.098283052444458;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.3269147872924805;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.9224236011505127;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.2937588691711426;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.170172691345215;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.053086519241333;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.645962715148926;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;5.3989222049713135;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.719756603240967;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.194697618484497;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.941680908203125;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.9915997982025146;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.920807123184204;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.329894542694092;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.0424256324768066;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.719756841659546;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8664209842681885;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.827066659927368;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.0174901485443115;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.3292980194091797;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.349947690963745;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.0275108814239502;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.7754342555999756;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.2280731201171875;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.3944826126098633;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.4910950660705566;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.551121950149536;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.0430305004119873;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.466834783554077;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.6745402812957764;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.735771179199219;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.1846091747283936;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.1780812740325928;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.6599209308624268;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.2092905044555664;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.922240257263184;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.3315043449401855;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.095808506011963;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.9430747032165527;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.8772974014282227;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.599667549133301;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;5.385765790939331;0-6;Double bit-flip;1
j2;smith_waterman.c;177;3.3875210285186768;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.1629178524017334;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.847900390625;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.1690354347229004;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.4992687702178955;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.8562774658203125;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.567335844039917;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.901183843612671;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.316906452178955;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.6932146549224854;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.4145309925079346;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.2149107456207275;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.0768496990203857;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.113100290298462;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.609156608581543;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.861004590988159;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7146718502044678;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.853295087814331;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.539578914642334;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.58908748626709;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.9324142932891846;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.6411657333374023;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.1480913162231445;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.145930290222168;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.7972521781921387;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.091454029083252;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.6314995288848877;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.2068183422088623;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.3118700981140137;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.434136152267456;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.6793489456176758;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.4673988819122314;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.383610486984253;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.0221340656280518;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.755706787109375;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.0360207557678223;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.119008779525757;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.807446002960205;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.2089431285858154;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.0224008560180664;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.911059856414795;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.7825934886932373;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.614936351776123;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.917635679244995;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.9799737930297852;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.6891312599182129;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.114290952682495;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.73183536529541;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.06603741645813;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.9343130588531494;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.653552293777466;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.73760724067688;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.356783390045166;0-6;Double bit-flip;1
i2;smith_waterman.c;168;1.992325782775879;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.311201572418213;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.969763994216919;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.455031871795654;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.4848349094390869;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.8052995204925537;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.529223203659058;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.1141200065612793;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.3253514766693115;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.2906808853149414;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.3381271362304688;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.7485148906707764;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2164311408996582;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.7151436805725098;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.7214252948760986;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;5.574352025985718;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.2729544639587402;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.3335957527160645;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.144221544265747;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.342405319213867;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.828719139099121;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.9579358100891113;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.4017903804779053;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;5.351958513259888;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.19993257522583;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.247013807296753;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.669793128967285;0-6;Double bit-flip;1
